,id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,county,state
419236,7183874085,norfolk / hampton roads,0,2011.0,ford,f-150,,6 cylinders,gas,68730.0,clean,automatic,4wd,,truck,,,va
347061,7194856611,milwaukee,8999,2013.0,ford,e-series cargo e-250,,8 cylinders,other,165165.0,clean,automatic,,,van,white,,wi
12958,7196198461,appleton-oshkosh-FDL,22819,,,,,,,,,,,,,,,wi
208368,7186857439,catskills,6900,2003.0,lincoln,town car signature,,,gas,74800.0,clean,automatic,,,,,,ny
4482,7194494007,"washington, DC",9474,2015.0,hyundai,sonata,good,4 cylinders,gas,116900.0,clean,automatic,fwd,,sedan,blue,,dc
34414,7181033480,ventura county,12995,2015.0,acura,tlx,excellent,4 cylinders,gas,,clean,automatic,fwd,mid-size,sedan,grey,,ca
417258,7185521101,lansing,7200,2011.0,ford,taurus limited,excellent,6 cylinders,gas,227818.0,clean,automatic,4wd,full-size,sedan,black,,mi
301578,7195109241,sacramento,38985,2014.0,rover,,excellent,,gas,90531.0,clean,automatic,4wd,,SUV,white,,ca
408814,7186737270,fredericksburg,0,2018.0,nissan,versa,,,gas,36028.0,clean,automatic,fwd,compact,sedan,blue,,va
53965,7194799691,tampa bay area,6598,2010.0,hyundai,santa fe,,4 cylinders,gas,112413.0,clean,automatic,fwd,mid-size,SUV,silver,,fl
310432,7179237112,hudson valley,5700,2011.0,subaru,outback,,,gas,129000.0,clean,automatic,,,,,,ny
233004,7190246225,eugene,1300,2001.0,saturn,,,,gas,,rebuilt,manual,,,,,,or
248822,7181075047,delaware,0,2018.0,dodge,grand caravan se,good,6 cylinders,gas,10200.0,clean,automatic,fwd,,mini-van,grey,,de
292622,7186510827,kenai peninsula,22950,2019.0,ford,fusion,,4 cylinders,gas,6672.0,clean,automatic,4wd,,sedan,black,,ak
274607,7194993764,modesto,9299,2008.0,cadillac,cts,good,6 cylinders,gas,102416.0,clean,automatic,,,,,,ca
387160,7194310112,colorado springs,6995,2012.0,hyundai,elantra,good,4 cylinders,gas,109877.0,clean,automatic,fwd,,sedan,grey,,co
233013,7190241382,eugene,55675,2015.0,chevrolet,silverado 2500,,8 cylinders,diesel,61887.0,clean,automatic,4wd,,truck,,,or
28739,7196668727,sacramento,10988,,,,,,,,,,,,,,,ca
229455,7194928382,fort wayne,8995,2018.0,mitsubishi,mirage es,,,gas,,clean,automatic,,,,,,in
69077,7196747619,delaware,0,,,,,,,,,,,,,,,de
62864,7195932179,denver,18999,,,,,,,,,,,,,,,co
51479,7196302428,las vegas,19995,,,,,,,,,,,,,,,nv
161584,7191510556,ft myers / SW florida,5000,2005.0,honda,cr-v,good,4 cylinders,gas,117500.0,clean,automatic,4wd,,SUV,blue,,fl
250699,7186337489,greenville / upstate,1960,1999.0,mazda,tribute,good,4 cylinders,gas,1234567.0,clean,automatic,fwd,mid-size,sedan,black,,sc
293361,7189819760,bellingham,4389,1995.0,gmc,yukon,,,gas,149302.0,clean,automatic,4wd,full-size,SUV,black,,wa
99129,7196825245,chicago,5800,,,,,,,,,,,,,,,il
104060,7196735582,"st louis, MO",8995,,,,,,,,,,,,,,,il
226551,7190115135,tulsa,33990,2019.0,ford,mustang gt coupe 2d,good,8 cylinders,gas,13540.0,clean,other,rwd,,coupe,black,,ok
283356,7182201161,greensboro,9800,2013.0,honda,pilot,,,gas,,clean,automatic,,,,,,nc
247728,7185958306,"quad cities, IA/IL",9984,2016.0,nissan,sentra sr,,,gas,,clean,automatic,,,,,,il
119137,7186529150,milwaukee,34995,2018.0,chevrolet,silverado 2600hd,good,8 cylinders,diesel,89000.0,clean,automatic,4wd,full-size,pickup,white,,wi
65082,7196155026,fort collins / north CO,15999,,,,,,,,,,,,,,,co
368905,7182193076,medford-ashland,0,2018.0,ram,3500 long bed diesel truck,,6 cylinders,diesel,37694.0,clean,automatic,4wd,,truck,,,or
293656,7185420852,jacksonville,0,2014.0,hyundai,sonata,excellent,4 cylinders,gas,90982.0,clean,automatic,fwd,,sedan,blue,,fl
31825,7195930309,minneapolis / st paul,1999,,,,,,,,,,,,,,,mn
299372,7193933846,reno / tahoe,11500,2011.0,honda,pilot,fair,6 cylinders,gas,86500.0,clean,automatic,4wd,full-size,SUV,grey,,ca
179259,7196093864,seattle-tacoma,7999,,,,,,,,,,,,,,,wa
114613,7195932178,maine,12500,,,,,,,,,,,,,,,me
285120,7188142014,vermont,16498,2017.0,subaru,outback premium awd,good,4 cylinders,gas,92697.0,clean,automatic,4wd,full-size,wagon,black,,vt
381737,7189300896,albuquerque,7100,2007.0,infiniti,m37x,like new,6 cylinders,gas,135000.0,salvage,automatic,fwd,mid-size,sedan,silver,,nm
44997,7188239739,medford-ashland,0,2018.0,toyota,corolla xse cvt,,4 cylinders,gas,34063.0,clean,automatic,fwd,,sedan,,,or
114441,7193358922,youngstown,10200,2017.0,chevrolet,cruze,good,6 cylinders,gas,73687.0,lien,automatic,fwd,full-size,sedan,white,,oh
386303,7192043028,nashville,3500,2011.0,chevrolet,impala,good,6 cylinders,gas,,clean,automatic,fwd,full-size,,silver,,tn
263407,7182423682,rapid city / west SD,3800,2007.0,dodge,nitro sxt,good,,gas,,clean,automatic,,,,,,sd
310750,7187850030,brownsville,3995,2007.0,ford,edge sel,excellent,6 cylinders,gas,263000.0,clean,automatic,4wd,mid-size,SUV,custom,,tx
92929,7194623221,hawaii,9900,2009.0,bmw,328i,,,gas,93371.0,clean,automatic,,compact,sedan,silver,,hi
163704,7196251602,houston,0,,,,,,,,,,,,,,,tx
134013,7195533736,lawton,1000,,,,,,,,,,,,,,,ok
120642,7196805990,twin tiers NY/PA,7995,,,,,,,,,,,,,,,ny
95712,7181498964,greenville / upstate,9995,2003.0,toyota,mr2 spyder convertible,excellent,4 cylinders,gas,82800.0,clean,manual,rwd,compact,convertible,silver,,sc
374845,7187553114,baltimore,0,1955.0,chevrolet,,,,gas,,clean,automatic,,,,,,md
284615,7187152614,anchorage / mat-su,13500,2014.0,ford,f-150 stx,good,8 cylinders,gas,183000.0,clean,automatic,4wd,full-size,truck,black,,ak
50436,7196731419,winston-salem,10950,,,,,,,,,,,,,,,nc
141232,7193026127,st cloud,23990,2008.0,gmc,tc 8500 rwd,,,diesel,,clean,automatic,,,,,,mn
296958,7195069816,reno / tahoe,0,2015.0,audi,q5,,6 cylinders,gas,158678.0,clean,automatic,,,SUV,white,,ca
343429,7188663901,new haven,2500,2004.0,volkswagen,passat,,,gas,198000.0,clean,automatic,,,,red,,ct
98206,7192488152,little rock,0,2010.0,ford,e150 cargo van,excellent,8 cylinders,gas,,clean,automatic,,,,white,,ar
331691,7188972673,wenatchee,19250,2017.0,mini,cooper s clubman,,,gas,61480.0,clean,automatic,,,hatchback,grey,,wa
263698,7186574769,bismarck,56995,2004.0,,FREIGHTLINER FL70,,,diesel,68007.0,clean,automatic,4wd,,truck,red,,nd
233264,7185200049,champaign urbana,14500,2015.0,kia,sportage lx suv,like new,4 cylinders,gas,69056.0,clean,automatic,4wd,full-size,SUV,blue,,il
41264,7189114958,space coast,0,2015.0,chevrolet,equinox,,,other,123164.0,clean,automatic,,,SUV,white,,fl
19643,7196676326,wausau,1150,,,,,,,,,,,,,,,wi
254701,7183956232,fort collins / north CO,50000,2019.0,jeep,wrangler,like new,4 cylinders,gas,36000.0,clean,automatic,4wd,mid-size,offroad,black,,co
324628,7194830013,minneapolis / st paul,24988,2015.0,chevrolet,silverado 1500 4wd,,8 cylinders,,95355.0,clean,automatic,4wd,,,brown,,mn
55632,7195420041,jersey shore,22500,,,,,,,,,,,,,,,nj
241259,7194837527,omaha / council bluffs,25495,2017.0,lincoln,continental,,6 cylinders,gas,19143.0,,automatic,,,sedan,green,,ia
330823,7185955502,topeka,1999,1994.0,ford,f-150,good,8 cylinders,gas,120000.0,clean,manual,4wd,full-size,truck,blue,,ks
42388,7196665871,SF bay area,8988,,,,,,,,,,,,,,,ca
385625,7194602080,visalia-tulare,6700,2011.0,chevrolet,cruze,good,,gas,,clean,automatic,,compact,,red,,ca
118824,7188204967,harrisburg,8250,2010.0,chevrolet,traverse,,6 cylinders,gas,117000.0,clean,automatic,4wd,mid-size,SUV,white,,pa
355631,7193816706,long island,5600,2011.0,mazda,6,excellent,4 cylinders,gas,106000.0,clean,automatic,fwd,,coupe,black,,ny
355955,7193733582,missoula,14900,2007.0,chevrolet,silverado classic lt,,8 cylinders,diesel,217583.0,clean,automatic,4wd,,,,,mt
254599,7190176313,salem,8995,2012.0,dodge,journey sxt,,4 cylinders,gas,106924.0,clean,automatic,fwd,,SUV,black,,or
314544,7189441220,missoula,17998,2015.0,gmc,acadia slt,,6 cylinders,gas,132032.0,clean,automatic,4wd,,SUV,,,mt
197359,7181418897,kokomo,20600,2017.0,honda,civic,,4 cylinders,gas,27940.0,clean,manual,fwd,,sedan,,,in
393466,7190320423,tucson,9900,2014.0,chevrolet,captiva sport lt,,4 cylinders,gas,86491.0,clean,automatic,fwd,,SUV,black,,az
180359,7196395855,wenatchee,3999,,,,,,,,,,,,,,,wa
127535,7185737950,milwaukee,6656,2008.0,toyota,prius,,4 cylinders,hybrid,94000.0,clean,automatic,fwd,,,,,wi
144731,7196065934,portland,94900,,,,,,,,,,,,,,,or
306986,7191707938,fort collins / north CO,40594,2017.0,ford,expedition limited,good,,other,30185.0,clean,automatic,4wd,,other,black,,co
230081,7184589483,pittsburgh,3300,2001.0,toyota,avalon xl,excellent,6 cylinders,gas,158542.0,clean,automatic,fwd,full-size,sedan,black,,pa
18103,7195771361,los angeles,12000,,,,,,,,,,,,,,,ca
355891,7189663619,ft myers / SW florida,8500,2012.0,chevrolet,volt,excellent,4 cylinders,gas,88938.0,clean,automatic,fwd,mid-size,sedan,silver,,fl
49866,7196081797,SF bay area,0,,,,,,,,,,,,,,,ca
244590,7194814593,houston,1600,1969.0,dodge,coronet,,,gas,,clean,other,,,,,,tx
328544,7187591226,oklahoma city,1700,2005.0,chevrolet,m/l,good,6 cylinders,gas,,clean,automatic,fwd,,sedan,,,ok
56553,7184311920,rochester,1500,2005.0,pontiac,vibe,good,,gas,264038.0,clean,automatic,fwd,full-size,hatchback,silver,,mn
224699,7195129548,dallas / fort worth,0,2012.0,toyota,prius v,excellent,4 cylinders,hybrid,87942.0,clean,automatic,fwd,mid-size,wagon,silver,,tx
48205,7186181940,eugene,8595,2011.0,honda,accord ex-l v6 lethr mr flawless clean title,,6 cylinders,gas,143143.0,clean,automatic,fwd,,coupe,grey,,or
162533,7196940665,houston,100,,,,,,,,,,,,,,,tx
205183,7184747136,albany,56995,2004.0,,FREIGHTLINER FL70,,,diesel,68007.0,clean,automatic,4wd,,truck,red,,ny
74542,7195982005,buffalo,11995,,,,,,,,,,,,,,,ny
165596,7195592019,houston,19000,,,,,,,,,,,,,,,tx
197041,7194884036,anchorage / mat-su,5000,2003.0,jeep,grand cherokee overland,good,,gas,125000.0,clean,automatic,4wd,,SUV,grey,,ak
224711,7182594855,roanoke,16998,2014.0,jeep,grand cherokee,,6 cylinders,gas,116682.0,clean,automatic,4wd,mid-size,SUV,black,,va
415451,7181601427,lakeland,6999,2009.0,honda,fit s,excellent,,gas,150656.0,clean,automatic,,,,,,fl
20884,7195243415,los angeles,2999,,,,,,,,,,,,,,,ca
90636,7182754914,savannah / hinesville,0,2019.0,chevrolet,silverado 2500hd,good,8 cylinders,diesel,82057.0,clean,automatic,4wd,full-size,truck,silver,,ga
397007,7182605145,colorado springs,11000,2014.0,chrysler,town & country,good,6 cylinders,gas,103000.0,clean,automatic,fwd,,van,red,,co
224400,7188860827,reno / tahoe,19980,2011.0,jeep,wrangler,,6 cylinders,gas,123997.0,clean,automatic,4wd,,SUV,black,,ca
21487,7196969904,modesto,14000,,,,,,,,,,,,,,,ca
401439,7185395643,wichita falls,24988,2012.0,chevrolet,camaro,like new,8 cylinders,gas,48000.0,clean,automatic,,,,,,tx
42018,7196697523,SF bay area,24990,,,,,,,,,,,,,,,ca
26550,7195218750,reno / tahoe,13990,,,,,,,,,,,,,,,ca
369915,7184635936,maine,19944,2013.0,gmc,sierra,,,gas,181147.0,clean,,4wd,,pickup,,,me
108692,7196112489,"kansas city, MO",35715,,,,,,,,,,,,,,,ks
362230,7187787453,gold country,7500,2006.0,toyota,camry solara sle convertible,,,gas,131600.0,,automatic,fwd,,convertible,red,,ca
54775,7196252706,visalia-tulare,29783,,,,,,,,,,,,,,,ca
218073,7180618171,hartford,13450,2011.0,honda,accord,,,gas,79334.0,clean,automatic,,full-size,sedan,,,ct
205215,7184596606,albany,8995,2012.0,ford,fusion,,,gas,97835.0,clean,automatic,,,other,blue,,ny
182084,7191715256,milwaukee,38590,2020.0,ford,mustang gt coupe 2d,good,8 cylinders,gas,952.0,clean,manual,rwd,,coupe,black,,wi
157735,7196741845,dallas / fort worth,14999,,,,,,,,,,,,,,,tx
31637,7194753407,south florida,18350,2018.0,honda,civic,,4 cylinders,gas,43700.0,clean,automatic,fwd,full-size,hatchback,black,,fl
411014,7188574759,columbus,5800,2008.0,honda,accord lx,excellent,4 cylinders,gas,118000.0,rebuilt,automatic,fwd,full-size,sedan,blue,,oh
139647,7196923444,portland,17995,,,,,,,,,,,,,,,or
282900,7182747653,greensboro,0,2019.0,,Biz On Wheels,excellent,,gas,0.0,clean,automatic,,,,,,nc
133921,7195410759,youngstown,11000,,,,,,,,,,,,,,,oh
124756,7182745023,huntsville / decatur,25990,,,errain,,4 cylinders,gas,20411.0,clean,automatic,fwd,,SUV,black,,al
41442,7196758322,SF bay area,33591,,,,,,,,,,,,,,,ca
261645,7190082266,pittsburgh,0,2013.0,chevrolet,malibu ltz,excellent,,gas,,clean,automatic,,,sedan,black,,pa
40070,7193318073,flagstaff / sedona,7400,2011.0,hyundai,tucson awd,excellent,6 cylinders,gas,150000.0,clean,automatic,4wd,,SUV,black,,az
207114,7190081975,treasure coast,3950,2006.0,jeep,cherokee,good,6 cylinders,gas,159000.0,clean,automatic,fwd,full-size,SUV,black,,fl
250723,7187750974,southern illinois,7495,2008.0,ford,mustang convertible deluxe,good,6 cylinders,gas,199744.0,clean,automatic,,,convertible,blue,,il
265047,7192470188,oklahoma city,164975,2018.0,,Mclaren 570s spider,excellent,8 cylinders,gas,2000.0,clean,automatic,,,,yellow,,ok
413105,7187180894,kalamazoo,6500,2007.0,saturn,aura xr,excellent,6 cylinders,gas,102500.0,clean,automatic,fwd,mid-size,sedan,red,,mi
420956,7194114293,north jersey,60000,2006.0,,Setra Coach,good,6 cylinders,diesel,,clean,automatic,rwd,,,black,,nj
33630,7195590859,sacramento,9998,,,,,,,,,,,,,,,ca
30761,7196138390,sacramento,4500,,,,,,,,,,,,,,,ca
55696,7186189274,rochester,9995,2014.0,ford,fusion,excellent,,gas,101635.0,clean,automatic,fwd,,sedan,black,,mn
27743,7196294034,minneapolis / st paul,4500,,,,,,,,,,,,,,,mn
311374,7194480202,southwest michigan,12995,2014.0,dodge,journey,good,6 cylinders,gas,59084.0,clean,automatic,fwd,full-size,SUV,black,,mi
270412,7190829628,nashville,179975,2015.0,,Lamborghini Huracan LP610,,10 cylinders,gas,20000.0,clean,automatic,4wd,,coupe,white,,tn
24096,7192940728,anchorage / mat-su,2000,2004.0,jeep,grand cherokee,fair,6 cylinders,gas,169290.0,clean,automatic,rwd,full-size,SUV,red,,ak
19679,7195556333,los angeles,11995,,,,,,,,,,,,,,,ca
10210,7196774404,charleston,36990,,,,,,,,,,,,,,,wv
131095,7195402548,cincinnati,27250,,,,,,,,,,,,,,,oh
263075,7183311011,new haven,10990,2017.0,kia,forte,,,gas,52261.0,clean,automatic,,,other,black,,ct
183488,7190962231,wyoming,123456,2005.0,ford,mustang,excellent,6 cylinders,gas,,clean,automatic,rwd,mid-size,coupe,blue,,wy
30538,7191064044,boone,9500,2016.0,hyundai,sonata,,4 cylinders,gas,83795.0,salvage,automatic,fwd,,sedan,brown,,nc
273273,7194798442,san antonio,16995,2018.0,chevrolet,malibu lt turbo,like new,,gas,52245.0,clean,automatic,fwd,,,,,tx
73433,7192595607,tucson,8900,2015.0,kia,forte5 ex,,4 cylinders,gas,104276.0,clean,automatic,fwd,,hatchback,blue,,az
271853,7195146871,modesto,11500,2007.0,dodge,charger srt8,good,8 cylinders,gas,130000.0,clean,automatic,rwd,full-size,sedan,silver,,ca
73957,7196948437,south florida,13500,,,,,,,,,,,,,,,fl
206367,7184553263,harrisburg,5400,2008.0,ford,taurus x,excellent,,gas,147919.0,clean,automatic,fwd,,wagon,blue,,pa
413480,7182165655,daytona beach,10500,2017.0,jeep,compass,excellent,4 cylinders,gas,60000.0,clean,automatic,fwd,mid-size,SUV,white,,fl
416123,7193113533,omaha / council bluffs,13950,2016.0,dodge,journey crossroad plus,excellent,6 cylinders,gas,41000.0,clean,automatic,,,SUV,white,,ia
97855,7191702993,kalamazoo,31995,2020.0,ford,edge,,4 cylinders,gas,16856.0,clean,automatic,4wd,,SUV,white,,mi
338353,7189225584,lincoln,10995,2007.0,chevrolet,silverado classic 1500,excellent,8 cylinders,gas,139302.0,clean,automatic,4wd,full-size,truck,blue,,ne
326929,7194736302,minneapolis / st paul,11900,2013.0,kia,sorento,excellent,6 cylinders,gas,95000.0,clean,automatic,fwd,full-size,SUV,,,mn
213987,7186402188,colorado springs,3495,1999.0,ford,expedition,,,gas,0.0,clean,automatic,rwd,,,,,co
241746,7195017140,houston,3000,1991.0,ford,f-150,good,,gas,1.0,clean,automatic,,full-size,pickup,blue,,tx
358304,7193729731,wyoming,22000,2017.0,ford,f-150,good,,gas,104000.0,clean,automatic,4wd,,truck,white,,wy
108589,7185160093,madison,5099,2008.0,chevrolet,impala,,,gas,136000.0,clean,automatic,,,,,,wi
145181,7189889665,high rockies,9995,2004.0,chevrolet,astro van,fair,,gas,126000.0,clean,automatic,4wd,full-size,van,red,,co
297805,7179601967,albany,7995,1978.0,lincoln,continental,,,gas,,clean,automatic,,,,,,ny
356799,7188519106,ft myers / SW florida,18964,2003.0,,hummer h2 base,excellent,8 cylinders,gas,,clean,automatic,4wd,,SUV,black,,fl
229928,7194946773,indianapolis,4500,2004.0,honda,civic ex,,4 cylinders,gas,109000.0,clean,manual,fwd,,sedan,grey,,in
372448,7195918992,fresno / madera,38224,,,,,,,,,,,,,,,ca
223771,7193704002,corpus christi,6995,2013.0,gmc,terrain,,,gas,,clean,automatic,,,,,,tx
187336,7181511029,"quad cities, IA/IL",9974,2016.0,hyundai,elantra,,,gas,,clean,automatic,,,,,,il
138806,7194276974,medford-ashland,29997,2013.0,rover,lr4 hse lux,,8 cylinders,gas,61430.0,clean,automatic,4wd,,SUV,,,or
69934,7196088283,ft myers / SW florida,15998,,,,,,,,,,,,,,,fl
200776,7194240552,anchorage / mat-su,36990,2019.0,toyota,4-runner,,,gas,15512.0,clean,automatic,4wd,,wagon,silver,,ak
387027,7179198289,syracuse,10995,2014.0,ford,taurus limited,,,gas,107000.0,clean,automatic,,,,,,ny
49559,7196536204,raleigh / durham / CH,23590,,,,,,,,,,,,,,,nc
381201,7190210588,appleton-oshkosh-FDL,54950,2018.0,,Porsche Macan GTS AWD,,,gas,49865.0,clean,automatic,,,,,,wi
392795,7192577179,austin,8000,2005.0,lexus,rx 330,,,gas,,clean,automatic,,,,,,tx
253546,7192376480,cleveland,0,2009.0,volvo,s80,excellent,,gas,,clean,automatic,fwd,,,silver,,oh
171866,7195117024,vermont,5995,,,,,,,,,,,,,,,vt
311647,7184545638,dayton / springfield,0,2012.0,cadillac,cts-v sedan,excellent,8 cylinders,gas,50649.0,clean,manual,rwd,mid-size,sedan,black,,oh
123676,7196778406,detroit metro,299,,,,,,,,,,,,,,,mi
292151,7187073522,columbus,14500,2017.0,ford,escape,,,other,37506.0,clean,automatic,4wd,,SUV,,,oh
201578,7180489802,roseburg,10990,2013.0,chevrolet,malibu lt,excellent,,gas,,clean,automatic,,,,,,or
229853,7195090184,indianapolis,11937,2015.0,ford,transit wheelchair van,,,gas,,clean,automatic,,,,,,in
360956,7194754500,charlotte,5850,2013.0,nissan,rogue,,,gas,82500.0,salvage,automatic,,,,,,nc
123701,7180981800,lincoln,13988,2012.0,buick,enclave,,,gas,,clean,automatic,fwd,,,,,ne
306185,7192390542,fort collins / north CO,7490,2005.0,acura,mdx touring awd,excellent,6 cylinders,gas,159100.0,clean,automatic,4wd,mid-size,SUV,silver,,co
283310,7182390765,greensboro,8300,2016.0,kia,soul,,,gas,,salvage,automatic,,,,,,nc
63625,7196754562,albany,5995,,,,,,,,,,,,,,,ny
11257,7187398746,springfield,65999,2020.0,chevrolet,silverado 2500hd,,,diesel,3.0,clean,automatic,4wd,,pickup,,,mo
240581,7184667722,rochester,13995,2012.0,chevrolet,express cargo van,good,8 cylinders,gas,79946.0,clean,automatic,rwd,mid-size,van,white,,ny
305227,7194770264,sacramento,29455,2018.0,honda,accord,,4 cylinders,gas,18880.0,clean,automatic,fwd,mid-size,sedan,brown,,ca
333838,7192969831,tampa bay area,32995,2013.0,ford,super duty f-350 srw,,8 cylinders,diesel,180844.0,clean,automatic,4wd,,truck,,,fl
372041,7196475234,fresno / madera,6500,,,,,,,,,,,,,,,ca
179668,7196050921,seattle-tacoma,18999,,,,,,,,,,,,,,,wa
232978,7186223640,york,1700,2004.0,honda,accord,good,,gas,,clean,automatic,fwd,compact,,silver,,pa
62238,7193136328,kennewick-pasco-richland,34999,2019.0,lexus,nx300 awd gas suv auto,,,gas,20040.0,clean,automatic,4wd,,SUV,silver,,wa
344578,7183216351,fayetteville,0,2015.0,kia,sportage awd 4dr lx,good,,other,67052.0,clean,automatic,,,other,silver,,ar
186273,7190336172,rochester,10000,2006.0,lexus,rx 330,excellent,6 cylinders,gas,111000.0,clean,automatic,4wd,,SUV,black,,ny
144877,7190111823,fort collins / north CO,37000,2004.0,chevrolet,silverado 2500 hd,excellent,8 cylinders,diesel,124000.0,clean,automatic,4wd,full-size,pickup,white,,co
210147,7184254079,stockton,14590,2013.0,toyota,prius v five wagon 4d,good,,electric,91054.0,clean,automatic,fwd,,wagon,blue,,ca
147863,7180779418,worcester / central MA,7995,2008.0,mercedes-benz,benz,,,gas,,clean,automatic,,,,,,ma
74211,7185918908,medford-ashland,0,2010.0,jeep,wrangler rubicon 6-spd man,,6 cylinders,gas,95826.0,clean,manual,4wd,,SUV,,,or
377912,7188354896,south jersey,10273,2009.0,audi,s4 quattro,like new,8 cylinders,gas,107000.0,clean,automatic,4wd,compact,convertible,silver,,nj
173043,7182170964,jonesboro,11929,2017.0,hyundai,accent,,4 cylinders,gas,44219.0,clean,automatic,fwd,,sedan,black,,ar
331305,7186394319,wichita,5995,2008.0,ford,edge limited awd,excellent,6 cylinders,gas,152250.0,clean,automatic,4wd,,SUV,blue,,ks
275987,7181501320,billings,1900,2003.0,ford,explorer xlt,,,gas,217232.0,clean,automatic,4wd,,wagon,,,mt
79483,7196680062,tampa bay area,11995,,,,,,,,,,,,,,,fl
107138,7196702558,omaha / council bluffs,5000,,,,,,,,,,,,,,,ia
207328,7194551889,memphis,27500,2015.0,chevrolet,tahoe,,,other,117996.0,clean,automatic,,,SUV,black,,tn
12460,7196811104,duluth / superior,3195,,,,,,,,,,,,,,,mn
272801,7184652409,akron / canton,1200,2004.0,honda,civic,,,gas,,clean,automatic,,,,,,oh
411318,7184684435,grand rapids,23999,2013.0,jeep,wrangler unlimited,good,6 cylinders,gas,149214.0,clean,automatic,4wd,full-size,SUV,black,,mi
319012,7194636879,san diego,17999,2016.0,bmw,320i,,,gas,57389.0,clean,automatic,,compact,sedan,silver,,ca
385055,7188170689,buffalo,3100,2003.0,ford,focus,,,gas,,clean,automatic,fwd,,,,,ny
373879,7192408889,reading,1800,2014.0,jeep,patriot,good,4 cylinders,gas,93390.0,clean,automatic,4wd,mid-size,SUV,black,,pa
137924,7196008914,eugene,44900,,,,,,,,,,,,,,,or
119010,7196035237,boston,52888,,,,,,,,,,,,,,,ma
90479,7194697544,hawaii,14995,2014.0,ford,e350 super duty wgn,excellent,8 cylinders,gas,,clean,automatic,rwd,full-size,wagon,white,,hi
285534,7193199781,colorado springs,1200,2002.0,kia,sportage 2.0l,good,4 cylinders,gas,165000.0,clean,manual,rwd,mid-size,SUV,white,,co
374589,7196074138,inland empire,2400,,,,,,,,,,,,,,,ca
334800,7195090731,appleton-oshkosh-FDL,2800,2005.0,ford,explorer xlt,fair,6 cylinders,gas,217581.0,clean,automatic,4wd,,SUV,black,,wi
296397,7181669306,south jersey,6499,2009.0,hyundai,santa fe,excellent,6 cylinders,gas,120992.0,clean,automatic,fwd,,SUV,silver,,nj
409572,7186448114,grand rapids,6700,2010.0,volkswagen,golf gti,,,gas,148.0,clean,automatic,,,,,,mi
15983,7196088364,los angeles,1000,,,,,,,,,,,,,,,ca
274183,7183894347,akron / canton,23990,2017.0,ford,mustang v6 coupe 2d,good,6 cylinders,gas,13077.0,clean,automatic,rwd,,coupe,white,,oh
75740,7185242400,wenatchee,41999,2015.0,gmc,lifted sierra 2500 hd sle,,,gas,38172.0,clean,automatic,4wd,,truck,silver,,wa
155255,7194914096,east idaho,33900,2015.0,ford,f150 lariat,excellent,,gas,72122.0,clean,automatic,4wd,full-size,truck,grey,,id
27990,7196216991,minneapolis / st paul,9900,,,,,,,,,,,,,,,mn
211085,7195118553,rockford,6995,2007.0,jeep,commander sport,,6 cylinders,gas,125661.0,clean,automatic,4wd,,,,,il
195843,7193227621,northeast SD,4100,1978.0,ford,f-150 half-ton explorer,good,6 cylinders,gas,,clean,manual,rwd,,pickup,brown,,sd
405085,7193652056,las vegas,9800,1995.0,jeep,wrangler,good,6 cylinders,gas,186000.0,clean,manual,4wd,,,,,nv
398252,7186062761,worcester / central MA,4495,2005.0,ford,explorer,like new,,gas,148.0,clean,automatic,4wd,,,,,ma
203182,7193649433,chicago,15499,2015.0,nissan,rogue,excellent,,gas,61314.0,clean,automatic,4wd,,SUV,,,il
12684,7185529524,bend,8200,1982.0,bmw,3 series,good,4 cylinders,gas,182277.0,clean,other,rwd,compact,sedan,blue,,or
252005,7188884070,grand rapids,18424,2013.0,lexus,es 350,good,,gas,75790.0,clean,automatic,fwd,,sedan,blue,,mi
226452,7181187711,lehigh valley,39995,2016.0,ram,2500,,,diesel,66613.0,clean,automatic,4wd,,pickup,silver,,pa
323869,7192534826,orlando,3300,2002.0,hyundai,sonata,excellent,4 cylinders,gas,71000.0,clean,automatic,fwd,mid-size,sedan,,,fl
243097,7194051192,waterloo / cedar falls,28500,2015.0,gmc,sierra 1500,excellent,8 cylinders,gas,99500.0,clean,automatic,4wd,,pickup,black,,ia
281517,7195068654,orange county,9997,2015.0,kia,forte,excellent,4 cylinders,gas,78000.0,clean,automatic,,,sedan,black,,ca
379741,7189656929,pensacola,14995,2003.0,ford,f450,,,gas,,clean,automatic,,,,,,fl
312800,7193723224,roanoke,20590,2016.0,honda,odyssey ex-l minivan 4d,good,6 cylinders,gas,101496.0,clean,other,fwd,,van,white,,va
322310,7194047951,san diego,22736,2018.0,acura,tlx,,4 cylinders,gas,40965.0,clean,automatic,fwd,compact,sedan,white,,ca
93048,7195926476,boise,19995,,,,,,,,,,,,,,,id
181812,7194588597,philadelphia,12995,2011.0,ford,econoline cargo van,excellent,8 cylinders,gas,109071.0,clean,automatic,rwd,,,white,,pa
194710,7183757854,south jersey,4200,2008.0,toyota,prius,good,4 cylinders,hybrid,134000.0,clean,automatic,fwd,compact,hatchback,grey,,nj
393859,7183032875,stockton,9997,2017.0,hyundai,accent se,like new,4 cylinders,gas,30300.0,clean,automatic,,compact,sedan,black,,ca
410999,7188696115,columbus,5500,2006.0,cadillac,deville dts,like new,8 cylinders,gas,151606.0,clean,automatic,fwd,full-size,sedan,custom,,oh
